Data zamówienia	Kraj odbiorcy	Cena jednostkowa	Iloœæ	Nazwa produktu	Nazwisko	Stanowisko	Region
04.02.1998	Wielka Brytania	18,00 z³	40	Chai	Buchanan	Dyrektor ds. sprzeda¿y	
04.02.1998	Polska	18,00 z³	3	Steeleye Stout	Buchanan	Dyrektor ds. sprzeda¿y	
05.02.1998	Francja	25,00 z³	50	Grandma's Boysenberry Spread	Dodsworth	Przedstawiciel handlowy	
05.02.1998	Francja	17,45 z³	12	Pavlova	Dodsworth	Przedstawiciel handlowy	
05.02.1998	Hiszpania	24,00 z³	10	Pâte chinois	Buchanan	Dyrektor ds. sprzeda¿y	
05.02.1998	Francja	39,00 z³	16	Alice Mutton	Dodsworth	Przedstawiciel handlowy	
05.02.1998	Hiszpania	49,30 z³	20	Tarte au sucre	Buchanan	Dyrektor ds. sprzeda¿y	
05.02.1998	Hiszpania	21,05 z³	21	Louisiana Fiery Hot Pepper Sauce	Buchanan	Dyrektor ds. sprzeda¿y	
05.02.1998	Hiszpania	33,25 z³	15	Wimmers gute Semmelknödel	Buchanan	Dyrektor ds. sprzeda¿y	
06.02.1998	Szwecja	9,50 z³	21	Zaanse koeken	Peacock	Przedstawiciel handlowy	WA
06.02.1998	Finlandia	10,00 z³	20	Sir Rodney's Scones	Peacock	Przedstawiciel handlowy	WA
06.02.1998	Szwecja	9,20 z³	25	Teatime Chocolate Biscuits	Peacock	Przedstawiciel handlowy	WA
06.02.1998	Szwecja	20,00 z³	15	Maxilaku	Peacock	Przedstawiciel handlowy	WA
06.02.1998	Finlandia	45,60 z³	3	Rössle Sauerkraut	Peacock	Przedstawiciel handlowy	WA
06.02.1998	Hiszpania	31,00 z³	10	Ikura	Buchanan	Dyrektor ds. sprzeda¿y	
09.02.1998	Brazylia	62,50 z³	25	Carnarvon Tigers	Davolio	Przedstawiciel handlowy	WA
09.02.1998	Francja	12,00 z³	21	Spegesild	King	Przedstawiciel handlowy	
09.02.1998	Francja	33,25 z³	20	Wimmers gute Semmelknödel	King	Przedstawiciel handlowy	
09.02.1998	Brazylia	17,45 z³	30	Pavlova	Davolio	Przedstawiciel handlowy	WA
10.02.1998	Finlandia	18,40 z³	12	Boston Crab Meat	Leverling	Przedstawiciel handlowy	WA
10.02.1998	Szwecja	9,00 z³	30	Tunnbröd	King	Przedstawiciel handlowy	
10.02.1998	Finlandia	21,05 z³	10	Louisiana Fiery Hot Pepper Sauce	Leverling	Przedstawiciel handlowy	WA
10.02.1998	Szwecja	28,50 z³	30	Sirop d'érable	King	Przedstawiciel handlowy	
10.02.1998	Szwecja	15,00 z³	50	Outback Lager	King	Przedstawiciel handlowy	
10.02.1998	Finlandia	18,00 z³	10	Lakkalikööri	Leverling	Przedstawiciel handlowy	WA
10.02.1998	Niemcy	81,00 z³	20	Sir Rodney's Marmalade	Peacock	Przedstawiciel handlowy	WA
11.02.1998	USA	7,45 z³	32	Tourtiere	Peacock	Przedstawiciel handlowy	WA
11.02.1998	USA	20,00 z³	20	Maxilaku	Peacock	Przedstawiciel handlowy	WA
11.02.1998	Argentyna	15,00 z³	10	Röd Kaviar	Peacock	Przedstawiciel handlowy	WA
11.02.1998	USA	14,00 z³	25	Singaporean Hokkien Fried Mee	Peacock	Przedstawiciel handlowy	WA
12.02.1998	USA	4,50 z³	8	Guaraná Fantástica	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
12.02.1998	USA	21,05 z³	12	Louisiana Fiery Hot Pepper Sauce	Peacock	Przedstawiciel handlowy	WA
12.02.1998	USA	38,00 z³	21	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
12.02.1998	Belgia	19,00 z³	20	Chang	Suyama	Przedstawiciel handlowy	
12.02.1998	Belgia	4,50 z³	12	Guaraná Fantástica	Suyama	Przedstawiciel handlowy	
12.02.1998	USA	10,00 z³	40	Sir Rodney's Scones	Peacock	Przedstawiciel handlowy	WA
12.02.1998	Belgia	15,00 z³	30	Outback Lager	Suyama	Przedstawiciel handlowy	
12.02.1998	Belgia	13,00 z³	25	Original Frankfurter grüne Soße	Suyama	Przedstawiciel handlowy	
13.02.1998	Hiszpania	14,00 z³	5	NuNuCa Nuß-Nougat-Creme	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
13.02.1998	Brazylia	13,00 z³	40	Original Frankfurter grüne Soße	Davolio	Przedstawiciel handlowy	WA
13.02.1998	Brazylia	12,50 z³	35	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
13.02.1998	Brazylia	31,00 z³	70	Ikura	Davolio	Przedstawiciel handlowy	WA
16.02.1998	Francja	14,00 z³	10	Sasquatch Ale	King	Przedstawiciel handlowy	
16.02.1998	Hiszpania	12,50 z³	18	Scottish Longbreads	Davolio	Przedstawiciel handlowy	WA
16.02.1998	USA	263,50 z³	40	Côte de Blaye	Dodsworth	Przedstawiciel handlowy	
16.02.1998	Francja	9,65 z³	14	Jack's New England Clam Chowder	King	Przedstawiciel handlowy	
16.02.1998	Hiszpania	19,00 z³	20	Chang	Davolio	Przedstawiciel handlowy	WA
16.02.1998	USA	21,00 z³	40	Queso Cabrales	Dodsworth	Przedstawiciel handlowy	
16.02.1998	Francja	39,00 z³	15	Alice Mutton	King	Przedstawiciel handlowy	
17.02.1998	Belgia	55,00 z³	40	Raclette Courdavault	Peacock	Przedstawiciel handlowy	WA
17.02.1998	Niemcy	25,89 z³	15	Nord-Ost Matjeshering	King	Przedstawiciel handlowy	
18.02.1998	Austria	34,00 z³	100	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
18.02.1998	Niemcy	40,00 z³	30	Northwoods Cranberry Sauce	Dodsworth	Przedstawiciel handlowy	
18.02.1998	Niemcy	123,79 z³	24	Thüringer Rostbratwurst	Dodsworth	Przedstawiciel handlowy	
18.02.1998	Austria	4,50 z³	110	Guaraná Fantástica	Leverling	Przedstawiciel handlowy	WA
18.02.1998	Niemcy	19,00 z³	20	Inlagd Sill	Dodsworth	Przedstawiciel handlowy	
18.02.1998	USA	6,00 z³	28	Konbu	Davolio	Przedstawiciel handlowy	WA
18.02.1998	Austria	18,40 z³	91	Boston Crab Meat	Leverling	Przedstawiciel handlowy	WA
18.02.1998	USA	36,00 z³	50	Gudbrandsdalsost	Davolio	Przedstawiciel handlowy	WA
18.02.1998	Austria	18,00 z³	45	Chartreuse verte	Leverling	Przedstawiciel handlowy	WA
18.02.1998	Niemcy	25,89 z³	35	Nord-Ost Matjeshering	Dodsworth	Przedstawiciel handlowy	
18.02.1998	USA	7,75 z³	120	Rhönbräu Klosterbier	Davolio	Przedstawiciel handlowy	WA
18.02.1998	Niemcy	4,50 z³	10	Guaraná Fantástica	Dodsworth	Przedstawiciel handlowy	
19.02.1998	Belgia	9,50 z³	15	Rogede sild	King	Przedstawiciel handlowy	
19.02.1998	Irlandia	25,89 z³	36	Nord-Ost Matjeshering	Leverling	Przedstawiciel handlowy	WA
19.02.1998	Irlandia	123,79 z³	80	Thüringer Rostbratwurst	Leverling	Przedstawiciel handlowy	WA
19.02.1998	Belgia	38,00 z³	16	Gnocchi di nonna Alice	King	Przedstawiciel handlowy	
20.02.1998	Brazylia	15,00 z³	3	Outback Lager	Davolio	Przedstawiciel handlowy	WA
20.02.1998	Wenezuela	18,00 z³	8	Chartreuse verte	Buchanan	Dyrektor ds. sprzeda¿y	
20.02.1998	Argentyna	6,00 z³	5	Konbu	Peacock	Przedstawiciel handlowy	WA
23.02.1998	Szwecja	49,30 z³	6	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
23.02.1998	Wenezuela	9,65 z³	30	Jack's New England Clam Chowder	Peacock	Przedstawiciel handlowy	WA
23.02.1998	Wenezuela	21,50 z³	30	Flotemysost	Peacock	Przedstawiciel handlowy	WA
23.02.1998	Szwecja	24,00 z³	30	Pâte chinois	Davolio	Przedstawiciel handlowy	WA
24.02.1998	USA	49,30 z³	35	Tarte au sucre	Leverling	Przedstawiciel handlowy	WA
24.02.1998	Brazylia	18,00 z³	20	Chai	Dodsworth	Przedstawiciel handlowy	
24.02.1998	USA	13,25 z³	15	Escargots de Bourgogne	Leverling	Przedstawiciel handlowy	WA
24.02.1998	Brazylia	21,05 z³	21	Louisiana Fiery Hot Pepper Sauce	Leverling	Przedstawiciel handlowy	WA
24.02.1998	Brazylia	12,50 z³	20	Scottish Longbreads	Leverling	Przedstawiciel handlowy	WA
24.02.1998	Brazylia	6,00 z³	40	Konbu	Leverling	Przedstawiciel handlowy	WA
25.02.1998	Francja	7,75 z³	14	Rhönbräu Klosterbier	Suyama	Przedstawiciel handlowy	
25.02.1998	Polska	28,50 z³	15	Sirop d'érable	Peacock	Przedstawiciel handlowy	WA
26.02.1998	Hiszpania	18,00 z³	10	Chai	Leverling	Przedstawiciel handlowy	WA
26.02.1998	Norwegia	17,45 z³	15	Pavlova	Davolio	Przedstawiciel handlowy	WA
26.02.1998	Brazylia	13,25 z³	15	Escargots de Bourgogne	Peacock	Przedstawiciel handlowy	WA
26.02.1998	Norwegia	30,00 z³	12	Uncle Bob's Organic Dried Pears	Davolio	Przedstawiciel handlowy	WA
26.02.1998	Irlandia	123,79 z³	60	Thüringer Rostbratwurst	Fuller	Wiceprezes ds. sprzeda¿y	WA
26.02.1998	Hiszpania	14,00 z³	15	Laughing Lumberjack Lager	Leverling	Przedstawiciel handlowy	WA
26.02.1998	Brazylia	2,50 z³	40	Geitost	Peacock	Przedstawiciel handlowy	WA
26.02.1998	W³ochy	30,00 z³	20	Uncle Bob's Organic Dried Pears	Peacock	Przedstawiciel handlowy	WA
26.02.1998	Finlandia	20,00 z³	10	Maxilaku	Davolio	Przedstawiciel handlowy	WA
26.02.1998	Hiszpania	39,00 z³	12	Alice Mutton	Leverling	Przedstawiciel handlowy	WA
26.02.1998	Brazylia	22,00 z³	30	Chef Anton's Cajun Seasoning	Peacock	Przedstawiciel handlowy	WA
26.02.1998	Irlandia	21,00 z³	40	Queso Cabrales	Fuller	Wiceprezes ds. sprzeda¿y	WA
26.02.1998	W³ochy	7,00 z³	14	Filo Mix	Peacock	Przedstawiciel handlowy	WA
26.02.1998	Norwegia	9,65 z³	5	Jack's New England Clam Chowder	Davolio	Przedstawiciel handlowy	WA
26.02.1998	Finlandia	9,20 z³	12	Teatime Chocolate Biscuits	Davolio	Przedstawiciel handlowy	WA
26.02.1998	Finlandia	28,50 z³	5	Sirop d'érable	Davolio	Przedstawiciel handlowy	WA
27.02.1998	Meksyk	39,00 z³	10	Alice Mutton	Fuller	Wiceprezes ds. sprzeda¿y	WA
27.02.1998	Argentyna	19,50 z³	20	Ravioli Angelo	Davolio	Przedstawiciel handlowy	WA
27.02.1998	Meksyk	2,50 z³	30	Geitost	Fuller	Wiceprezes ds. sprzeda¿y	WA
27.02.1998	Argentyna	17,45 z³	6	Pavlova	Davolio	Przedstawiciel handlowy	WA
27.02.1998	Brazylia	21,50 z³	25	Flotemysost	Suyama	Przedstawiciel handlowy	
27.02.1998	Argentyna	32,00 z³	6	Mascarpone Fabioli	Davolio	Przedstawiciel handlowy	WA
27.02.1998	Meksyk	7,45 z³	10	Tourtiere	Fuller	Wiceprezes ds. sprzeda¿y	WA
02.03.1998	Wenezuela	14,00 z³	24	NuNuCa Nuß-Nougat-Creme	Fuller	Wiceprezes ds. sprzeda¿y	WA
02.03.1998	Kanada	18,00 z³	60	Chai	Leverling	Przedstawiciel handlowy	WA
02.03.1998	Wenezuela	17,45 z³	24	Pavlova	Fuller	Wiceprezes ds. sprzeda¿y	WA
02.03.1998	Wenezuela	18,40 z³	20	Boston Crab Meat	Fuller	Wiceprezes ds. sprzeda¿y	WA
02.03.1998	Hiszpania	34,00 z³	10	Camembert Pierrot	Peacock	Przedstawiciel handlowy	WA
02.03.1998	Hiszpania	25,89 z³	1	Nord-Ost Matjeshering	Peacock	Przedstawiciel handlowy	WA
02.03.1998	Kanada	34,00 z³	25	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
03.03.1998	Wielka Brytania	16,25 z³	24	Valkoinen suklaa	Peacock	Przedstawiciel handlowy	WA
03.03.1998	Francja	14,00 z³	10	Singaporean Hokkien Fried Mee	King	Przedstawiciel handlowy	
03.03.1998	Brazylia	39,00 z³	15	Alice Mutton	Buchanan	Dyrektor ds. sprzeda¿y	
03.03.1998	Dania	43,90 z³	40	Vegie-spread	Davolio	Przedstawiciel handlowy	WA
03.03.1998	Francja	14,00 z³	24	Laughing Lumberjack Lager	King	Przedstawiciel handlowy	
03.03.1998	Francja	46,00 z³	10	Ipoh Coffee	King	Przedstawiciel handlowy	
03.03.1998	Brazylia	4,50 z³	35	Guaraná Fantástica	Buchanan	Dyrektor ds. sprzeda¿y	
03.03.1998	Dania	18,00 z³	10	Steeleye Stout	Davolio	Przedstawiciel handlowy	WA
04.03.1998	Szwecja	31,00 z³	20	Ikura	Leverling	Przedstawiciel handlowy	WA
04.03.1998	Meksyk	9,20 z³	7	Teatime Chocolate Biscuits	Peacock	Przedstawiciel handlowy	WA
04.03.1998	Meksyk	21,00 z³	2	Queso Cabrales	Peacock	Przedstawiciel handlowy	WA
04.03.1998	Szwecja	45,60 z³	30	Rössle Sauerkraut	Leverling	Przedstawiciel handlowy	WA
04.03.1998	Meksyk	6,00 z³	10	Konbu	Peacock	Przedstawiciel handlowy	WA
04.03.1998	Meksyk	34,80 z³	10	Mozzarella di Giovanni	Peacock	Przedstawiciel handlowy	WA
04.03.1998	Szwecja	7,75 z³	6	Rhönbräu Klosterbier	Leverling	Przedstawiciel handlowy	WA
04.03.1998	Brazylia	7,00 z³	12	Filo Mix	Leverling	Przedstawiciel handlowy	WA
04.03.1998	Brazylia	19,00 z³	25	Inlagd Sill	Leverling	Przedstawiciel handlowy	WA
05.03.1998	Hiszpania	9,50 z³	5	Zaanse koeken	Davolio	Przedstawiciel handlowy	WA
05.03.1998	Hiszpania	18,00 z³	5	Lakkalikööri	Davolio	Przedstawiciel handlowy	WA
05.03.1998	Niemcy	10,00 z³	60	Sir Rodney's Scones	Suyama	Przedstawiciel handlowy	
05.03.1998	Francja	18,00 z³	20	Lakkalikööri	Peacock	Przedstawiciel handlowy	WA
05.03.1998	Niemcy	13,00 z³	15	Original Frankfurter grüne Soße	Suyama	Przedstawiciel handlowy	
05.03.1998	Francja	7,00 z³	5	Filo Mix	Peacock	Przedstawiciel handlowy	WA
05.03.1998	Francja	81,00 z³	5	Sir Rodney's Marmalade	Peacock	Przedstawiciel handlowy	WA
05.03.1998	Niemcy	7,75 z³	49	Rhönbräu Klosterbier	Suyama	Przedstawiciel handlowy	
06.03.1998	Szwajcaria	19,50 z³	30	Ravioli Angelo	Peacock	Przedstawiciel handlowy	WA
06.03.1998	Szwajcaria	6,00 z³	42	Konbu	Peacock	Przedstawiciel handlowy	WA
06.03.1998	Francja	49,30 z³	14	Tarte au sucre	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.03.1998	Francja	17,45 z³	30	Pavlova	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.03.1998	Francja	34,80 z³	16	Mozzarella di Giovanni	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.03.1998	Belgia	24,00 z³	25	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
06.03.1998	Belgia	43,90 z³	25	Schoggi Schokolade	Peacock	Przedstawiciel handlowy	WA
06.03.1998	Belgia	10,00 z³	36	Sir Rodney's Scones	Peacock	Przedstawiciel handlowy	WA
06.03.1998	Francja	7,75 z³	20	Rhönbräu Klosterbier	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.03.1998	Wielka Brytania	32,80 z³	2	Perth Pasties	Suyama	Przedstawiciel handlowy	
06.03.1998	Wielka Brytania	28,50 z³	30	Sirop d'érable	Suyama	Przedstawiciel handlowy	
06.03.1998	Belgia	13,25 z³	30	Escargots de Bourgogne	Peacock	Przedstawiciel handlowy	WA
09.03.1998	USA	19,00 z³	30	Inlagd Sill	Leverling	Przedstawiciel handlowy	WA
09.03.1998	Brazylia	18,00 z³	21	Chai	Peacock	Przedstawiciel handlowy	WA
09.03.1998	Niemcy	25,00 z³	20	Grandma's Boysenberry Spread	Leverling	Przedstawiciel handlowy	WA
09.03.1998	Brazylia	9,00 z³	8	Tunnbröd	Peacock	Przedstawiciel handlowy	WA
09.03.1998	Brazylia	62,50 z³	4	Carnarvon Tigers	Peacock	Przedstawiciel handlowy	WA
10.03.1998	Argentyna	14,00 z³	20	Sasquatch Ale	King	Przedstawiciel handlowy	
10.03.1998	Niemcy	21,50 z³	35	Flotemysost	Leverling	Przedstawiciel handlowy	WA
10.03.1998	Niemcy	6,00 z³	20	Konbu	Leverling	Przedstawiciel handlowy	WA
10.03.1998	Argentyna	45,60 z³	8	Rössle Sauerkraut	King	Przedstawiciel handlowy	
10.03.1998	Niemcy	46,00 z³	24	Ipoh Coffee	Leverling	Przedstawiciel handlowy	WA
10.03.1998	W³ochy	14,00 z³	40	Laughing Lumberjack Lager	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.03.1998	Niemcy	34,00 z³	49	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
10.03.1998	W³ochy	19,00 z³	10	Chang	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.03.1998	Francja	6,00 z³	20	Konbu	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.03.1998	USA	12,50 z³	80	Scottish Longbreads	King	Przedstawiciel handlowy	
11.03.1998	USA	12,50 z³	44	Gorgonzola Telino	King	Przedstawiciel handlowy	
11.03.1998	USA	49,30 z³	30	Tarte au sucre	King	Przedstawiciel handlowy	
11.03.1998	Wielka Brytania	21,00 z³	21	Gustaf's Knäckebröd	Peacock	Przedstawiciel handlowy	WA
11.03.1998	Francja	30,00 z³	8	Uncle Bob's Organic Dried Pears	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.03.1998	USA	34,80 z³	50	Mozzarella di Giovanni	King	Przedstawiciel handlowy	
11.03.1998	Wielka Brytania	12,00 z³	15	Spegesild	Peacock	Przedstawiciel handlowy	WA
11.03.1998	Wielka Brytania	6,00 z³	15	Konbu	Peacock	Przedstawiciel handlowy	WA
11.03.1998	W³ochy	20,00 z³	28	Maxilaku	Dodsworth	Przedstawiciel handlowy	
12.03.1998	Dania	4,50 z³	25	Guaraná Fantástica	Davolio	Przedstawiciel handlowy	WA
12.03.1998	Niemcy	12,50 z³	10	Gorgonzola Telino	Peacock	Przedstawiciel handlowy	WA
12.03.1998	Kanada	38,00 z³	18	Gnocchi di nonna Alice	Suyama	Przedstawiciel handlowy	
12.03.1998	Dania	31,00 z³	25	Ikura	Davolio	Przedstawiciel handlowy	WA
12.03.1998	Dania	13,00 z³	40	Original Frankfurter grüne Soße	Davolio	Przedstawiciel handlowy	WA
12.03.1998	Kanada	19,45 z³	18	Gula Malacca	Suyama	Przedstawiciel handlowy	
12.03.1998	Kanada	21,00 z³	5	Queso Cabrales	Suyama	Przedstawiciel handlowy	
12.03.1998	Niemcy	6,00 z³	20	Konbu	Peacock	Przedstawiciel handlowy	WA
13.03.1998	Kanada	25,00 z³	12	Grandma's Boysenberry Spread	Fuller	Wiceprezes ds. sprzeda¿y	WA
13.03.1998	Hiszpania	53,00 z³	40	Manjimup Dried Apples	Leverling	Przedstawiciel handlowy	WA
13.03.1998	Kanada	39,00 z³	6	Alice Mutton	Fuller	Wiceprezes ds. sprzeda¿y	WA
13.03.1998	Hiszpania	24,00 z³	4	Pâte chinois	Leverling	Przedstawiciel handlowy	WA
13.03.1998	Wielka Brytania	55,00 z³	4	Raclette Courdavault	Leverling	Przedstawiciel handlowy	WA
13.03.1998	Hiszpania	16,25 z³	9	Valkoinen suklaa	Leverling	Przedstawiciel handlowy	WA
13.03.1998	Kanada	49,30 z³	60	Tarte au sucre	Fuller	Wiceprezes ds. sprzeda¿y	WA
13.03.1998	Kanada	31,00 z³	30	Ikura	Fuller	Wiceprezes ds. sprzeda¿y	WA
16.03.1998	Wielka Brytania	12,50 z³	50	Gorgonzola Telino	Dodsworth	Przedstawiciel handlowy	
16.03.1998	Niemcy	45,60 z³	2	Rössle Sauerkraut	Davolio	Przedstawiciel handlowy	WA
16.03.1998	Szwajcaria	2,50 z³	15	Geitost	Dodsworth	Przedstawiciel handlowy	
16.03.1998	Szwajcaria	7,75 z³	50	Rhönbräu Klosterbier	Dodsworth	Przedstawiciel handlowy	
16.03.1998	Niemcy	25,00 z³	16	Grandma's Boysenberry Spread	Davolio	Przedstawiciel handlowy	WA
16.03.1998	Szwajcaria	9,65 z³	6	Jack's New England Clam Chowder	Dodsworth	Przedstawiciel handlowy	
16.03.1998	W³ochy	22,00 z³	5	Chef Anton's Cajun Seasoning	Davolio	Przedstawiciel handlowy	WA
16.03.1998	Wielka Brytania	81,00 z³	50	Sir Rodney's Marmalade	Dodsworth	Przedstawiciel handlowy	
17.03.1998	Wenezuela	34,00 z³	24	Camembert Pierrot	Buchanan	Dyrektor ds. sprzeda¿y	
17.03.1998	Niemcy	10,00 z³	12	Sir Rodney's Scones	Suyama	Przedstawiciel handlowy	
17.03.1998	Wenezuela	9,50 z³	30	Rogede sild	Buchanan	Dyrektor ds. sprzeda¿y	
17.03.1998	Wenezuela	12,50 z³	25	Gorgonzola Telino	Buchanan	Dyrektor ds. sprzeda¿y	
17.03.1998	Niemcy	9,50 z³	14	Zaanse koeken	Suyama	Przedstawiciel handlowy	
17.03.1998	Niemcy	53,00 z³	8	Manjimup Dried Apples	Suyama	Przedstawiciel handlowy	
17.03.1998	Szwecja	7,75 z³	12	Rhönbräu Klosterbier	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
17.03.1998	Wenezuela	17,45 z³	28	Pavlova	Buchanan	Dyrektor ds. sprzeda¿y	
18.03.1998	Wenezuela	33,25 z³	8	Wimmers gute Semmelknödel	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.03.1998	Wenezuela	25,89 z³	30	Nord-Ost Matjeshering	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.03.1998	Argentyna	34,80 z³	5	Mozzarella di Giovanni	King	Przedstawiciel handlowy	
18.03.1998	Wenezuela	18,00 z³	40	Steeleye Stout	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.03.1998	Brazylia	7,75 z³	20	Rhönbräu Klosterbier	Suyama	Przedstawiciel handlowy	
18.03.1998	Argentyna	21,35 z³	20	Chef Anton's Gumbo Mix	King	Przedstawiciel handlowy	
18.03.1998	Argentyna	30,00 z³	6	Uncle Bob's Organic Dried Pears	King	Przedstawiciel handlowy	
19.03.1998	Niemcy	30,00 z³	45	Uncle Bob's Organic Dried Pears	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Brazylia	7,00 z³	6	Filo Mix	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Wenezuela	4,50 z³	10	Guaraná Fantástica	Leverling	Przedstawiciel handlowy	WA
19.03.1998	Wenezuela	9,65 z³	24	Jack's New England Clam Chowder	Leverling	Przedstawiciel handlowy	WA
19.03.1998	Niemcy	6,00 z³	77	Konbu	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Niemcy	32,80 z³	20	Perth Pasties	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Niemcy	36,00 z³	9	Gudbrandsdalsost	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Brazylia	18,00 z³	60	Lakkalikööri	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Niemcy	18,00 z³	44	Lakkalikööri	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.03.1998	Portugalia	34,00 z³	2	Camembert Pierrot	Dodsworth	Przedstawiciel handlowy	
20.03.1998	Francja	62,50 z³	6	Carnarvon Tigers	Leverling	Przedstawiciel handlowy	WA
20.03.1998	USA	53,00 z³	16	Manjimup Dried Apples	Suyama	Przedstawiciel handlowy	
20.03.1998	Szwajcaria	26,00 z³	8	Gravad lax	Peacock	Przedstawiciel handlowy	WA
20.03.1998	Francja	263,50 z³	5	Côte de Blaye	Leverling	Przedstawiciel handlowy	WA
20.03.1998	Szwajcaria	49,30 z³	12	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
20.03.1998	Szwajcaria	38,00 z³	12	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
20.03.1998	Francja	36,00 z³	10	Gudbrandsdalsost	Leverling	Przedstawiciel handlowy	WA
23.03.1998	Austria	38,00 z³	30	Queso Manchego La Pastora	Davolio	Przedstawiciel handlowy	WA
23.03.1998	Niemcy	9,20 z³	12	Teatime Chocolate Biscuits	Fuller	Wiceprezes ds. sprzeda¿y	WA
23.03.1998	Austria	33,25 z³	4	Wimmers gute Semmelknödel	Davolio	Przedstawiciel handlowy	WA
23.03.1998	Niemcy	20,00 z³	40	Maxilaku	Fuller	Wiceprezes ds. sprzeda¿y	WA
23.03.1998	Brazylia	12,00 z³	9	Spegesild	Davolio	Przedstawiciel handlowy	WA
23.03.1998	Austria	4,50 z³	30	Guaraná Fantástica	Davolio	Przedstawiciel handlowy	WA
24.03.1998	Francja	9,65 z³	6	Jack's New England Clam Chowder	Suyama	Przedstawiciel handlowy	
24.03.1998	Francja	31,23 z³	5	Gumbär Gummibärchen	Suyama	Przedstawiciel handlowy	
24.03.1998	Hiszpania	7,00 z³	40	Filo Mix	Dodsworth	Przedstawiciel handlowy	
24.03.1998	Francja	2,50 z³	7	Geitost	Peacock	Przedstawiciel handlowy	WA
24.03.1998	Francja	39,00 z³	6	Alice Mutton	Peacock	Przedstawiciel handlowy	WA
24.03.1998	Francja	7,75 z³	10	Rhönbräu Klosterbier	Suyama	Przedstawiciel handlowy	
24.03.1998	Francja	123,79 z³	14	Thüringer Rostbratwurst	Fuller	Wiceprezes ds. sprzeda¿y	WA
25.03.1998	USA	43,90 z³	10	Vegie-spread	Leverling	Przedstawiciel handlowy	WA
25.03.1998	Wenezuela	45,60 z³	20	Rössle Sauerkraut	Davolio	Przedstawiciel handlowy	WA
25.03.1998	Kanada	7,75 z³	10	Rhönbräu Klosterbier	Davolio	Przedstawiciel handlowy	WA
25.03.1998	Kanada	40,00 z³	16	Northwoods Cranberry Sauce	Davolio	Przedstawiciel handlowy	WA
26.03.1998	Szwecja	43,90 z³	20	Vegie-spread	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Austria	38,00 z³	20	Queso Manchego La Pastora	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Austria	43,90 z³	30	Schoggi Schokolade	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Austria	12,50 z³	24	Gorgonzola Telino	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Szwecja	18,00 z³	30	Chartreuse verte	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Belgia	18,40 z³	10	Boston Crab Meat	Dodsworth	Przedstawiciel handlowy	
26.03.1998	Belgia	19,45 z³	6	Gula Malacca	Dodsworth	Przedstawiciel handlowy	
26.03.1998	Szwecja	53,00 z³	10	Manjimup Dried Apples	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Belgia	10,00 z³	40	Sir Rodney's Scones	Dodsworth	Przedstawiciel handlowy	
26.03.1998	Belgia	40,00 z³	20	Northwoods Cranberry Sauce	Dodsworth	Przedstawiciel handlowy	
26.03.1998	Austria	4,50 z³	80	Guaraná Fantástica	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
26.03.1998	Austria	43,90 z³	35	Vegie-spread	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
